"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut2887","int8637","c329","user67","values guided","What's your opinion about the neurodiversity movement?",88
"ut2893","int8671","c330","user39","controversy guided","Some time ago, my friend pulled a little prank on his neighbor for complaining about the noise in his apartament. It wasn't anything harmful, but the prank made the neighbor look bad in the eyes of others. My friend is delighted, but was it justifiable ?",19
"ut2898","int8719","c331","user70","unguided","Do potted plants increase the level of dampness indoors",50
"ut2908","int8754","c332","user66","values guided","I'm a honest person and hate lies. Why do so many people tell lies instead of the truth?",94
"ut2913","int8788","c333","user63","controversy guided","Is it bad to not marry",1
"ut2921","int8825","c334","user52","values guided","Hello. Can you tell me about apatheism? I personally do not care about religion, can you expand my views?",42
"ut2931","int8862","c335","user69","controversy guided","What i the stance of the different political parties in Belgium on refugees",55
"ut2937","int8900","c336","user71","unguided","Is israel a aphartheid state? Yes, no and why? Please answer",88
"ut2947","int8937","c337","user61","controversy guided","What is happening in the gaza stripe right now?",92
"ut2957","int8980","c338","user58","values guided","What religions in the world do believe in reïncarnation ?",65
"ut2963","int9021","c339","user72","unguided","Are you familiar with No Limit Holdem Poker? If so, would you give me some strategy tips about 6 player sit and go",83
"ut2969","int9057","c340","user65","controversy guided","I totally agree in climate change even though many people don't. How can people say it doesn't exsist when it is so obvious",50
"ut2977","int9096","c341","user60","values guided","Why is religion not as prevalent as it used to be?",73
"ut2985","int9155","c342","user70","values guided","Hi there, what do you suggest as a values guided conversation with a person who is vaguely left of centre",50
"ut2993","int9183","c343","user73","unguided","What are common complementary desserts for vanilla ice cream?`",88
"ut3001","int9229","c344","user69","values guided","If you have something difficult to tell someone. Do you tell them or keep it quiet. Telling them doesn't change anything about the situation",64
"ut3007","int9261","c345","user49","unguided","What is the secret to making a great cheesecake?",50
"ut3019","int9303","c346","user67","controversy guided","Everyone is a little racist",50
"ut3031","int9340","c347","user47","values guided","What can I do to help my boyfriend feel loved?",99
"ut3037","int9372","c348","user58","controversy guided","Black people often talk about discrimination by white people. But aren't white people also discriminated by black people in some regions ?",75
"ut3043","int9402","c349","user66","values guided","Discipline is more important than motivation. Motivation comes and goes and is not reliable to follow my routine every day.",97
"ut3051","int9440","c350","user60","controversy guided","Abortion is a right, but people should try to avoid it as much as possible",1
"ut3057","int9470","c351","user70","values guided","I'm keen on the writs of AnthonyTrollope.  I am trying to encourage friends to read more of him.  What do you know about him?",50
"ut3064","int9501","c352","user68","controversy guided","I don't think racism is as big of a problem in my country and think the americanized point of view has skewed the internet opinion",77
"ut3078","int9536","c353","user63","unguided","Hello, how are you?",81
"ut3090","int9575","c354","user74","unguided","What would you want to do in your free time if you had the choice",66
"ut3098","int9619","c355","user69","unguided","Please provide a list of ideas for christmas presents for my sister who is 24 years old. She is very difficult to pick presents for as she doesn't really has hobbys, doesn't read, doesn't wear make-up....",57
"ut3105","int9653","c356","user61","controversy guided","Are immigrants a chance or a curse for a country?",61
"ut3111","int9689","c357","user75","unguided","Can you tell me about the history of Mexico?",16
"ut3119","int9726","c358","user66","controversy guided","I believe that most immigrants doesn't do everything to accomodate to our customs and culture.",84
"ut3125","int9762","c359","user72","unguided","Can you give me suggestions for really silly but less known comedy movies i.e. not world wide hits? My favorites are Monty Python and the Holy Grail, Airplane! and Ace Ventura films.",97
"ut3135","int9809","c360","user58","controversy guided","Europe suffers from a immigration crisis. Wouldn't the best solution be to just close the borders again, like it was in 1980 for example.",3
"ut3140","int9850","c361","user71","unguided","How much is it safe to drink according to different countries in the eu",65
"ut3150","int9894","c362","user65","controversy guided","Do you belive it is better for a person to vape if it mean they give up smoking",59
"ut3158","int9933","c363","user77","unguided","How do I become rich?",100
"ut3164","int9968","c364","user66","controversy guided","I believe that my country doesn't have the right means to help people with mental issues.",22
"ut3170","int10006","c365","user47","values guided","How can I help my divorced parents get along?",23
"ut3175","int10042","c366","user76","unguided","hi! who are you?",85
"ut3184","int10082","c367","user74","values guided","Do you believe the 4 day work week would work better than the current system?",100
"ut3190","int10111","c368","user79","unguided","Hi, do you know anything about how tomatoes grow?",15
"ut3198","int10151","c369","user75","unguided","Who is the richest man in the world at the moment?",26
"ut3208","int10192","c370","user70","controversy guided","Suggest a controversial subject to me.",50
"ut3214","int10232","c371","user80","values guided","Help me to find work.",100
"ut3222","int10266","c372","user73","values guided","Give me some suggestions for deescalating a conflict when you know for a fact the opposing party is unreasonable and aggressive, and is to upset to listen to common sense",75
"ut3234","int10321","c373","user77","unguided","Are you real?",28
"ut3242","int10357","c374","user75","values guided","How can I be a better employee?",19
"ut3250","int10403","c375","user74","controversy guided","What's your opinion on women working in construction",86
